depth,deviation_pct,backstep,spacing_type,spacing,max_layers,tp_multiple,trades,total_return_pct,avg_monthly_return_pct,median_monthly_return_pct,best_month_pct,worst_month_pct,max_drawdown_pct,win_rate_pct,avg_trade_pct,avg_layers
5,1.25,3,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
5,1.25,5,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
15,1.25,2,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
15,1.25,3,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
15,1.25,5,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
15,1.25,8,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
15,1.25,10,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
15,1.25,15,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
20,1.25,2,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
20,1.25,3,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
20,1.25,5,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
20,1.25,8,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
20,1.25,10,pct,2.0,10,2.0,13,-100.0,6.4167670421658,6.4167670421658,12.430512631074969,0.40302145325663286,14.796401944103458,100.0,4.066100643632142,2.3076923076923075
